description,agent_name,amount,urgency,intent_label
Brand awareness campaign media buying for Q4,Growth Agent,282956.27,MEDIUM,GROWTH_INVESTMENT
Routine bi-weekly supplier invoice settlement for inventory batch #9308,Payout Agent,664387.84,LOW,SUPPLIER_SETTLEMENT
Follow-up collection workflow trigger with dynamic discount #4201,Collections Agent,97768.52,MEDIUM,DEBT_COLLECTION
Urgent payment to critical supplier to release pending shipment,Payout Agent,550895.1,CRITICAL,SUPPLIER_SETTLEMENT
Treasury rebalancing to maintain regulatory statutory reserve buffer,Treasury Agent,962544.39,CRITICAL,LIQUIDITY_REBALANCE
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,254435.94,LOW,GROWTH_INVESTMENT
Legal notice issuance fee for delinquent enterprise account #1060,Collections Agent,65682.87,MEDIUM,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #4916,Collections Agent,50670.89,HIGH,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #7558,Collections Agent,22503.23,LOW,DEBT_COLLECTION
Performance marketing ad spend allocation on Google Ads,Growth Agent,211049.0,LOW,GROWTH_INVESTMENT
Full refund for returned defective electronic unit #8215,Refund Agent,29966.11,HIGH,CUSTOMER_REFUND
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,198368.75,MEDIUM,SUPPLIER_SETTLEMENT
Full refund for returned defective electronic unit #3855,Refund Agent,51632.81,MEDIUM,CUSTOMER_REFUND
Goodwill refund for delayed order delivery breach SLA,Refund Agent,27235.54,HIGH,CUSTOMER_REFUND
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,334192.07,LOW,SUPPLIER_SETTLEMENT
Search engine marketing budget expansion for high-intent keywords,Growth Agent,255291.66,HIGH,GROWTH_INVESTMENT
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,489695.83,CRITICAL,GROWTH_INVESTMENT
Settlement of raw material invoice #3366 to primary vendor,Payout Agent,712042.34,MEDIUM,SUPPLIER_SETTLEMENT
Goodwill refund for delayed order delivery breach SLA,Refund Agent,57351.13,HIGH,CUSTOMER_REFUND
Affiliate partner commission prepayment for festival sprint,Growth Agent,464456.12,MEDIUM,GROWTH_INVESTMENT
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,558752.85,LOW,LIQUIDITY_REBALANCE
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,485772.94,CRITICAL,GROWTH_INVESTMENT
Subscription cancellation charge reversal requested by user,Refund Agent,118858.59,LOW,CUSTOMER_REFUND
Chargeback resolution and customer refund reconciliation,Refund Agent,56765.65,CRITICAL,CUSTOMER_REFUND
Partial refund due to discount coupon error at checkout,Refund Agent,79295.87,CRITICAL,CUSTOMER_REFUND
Escrow account setup for disputed receivable recovery,Collections Agent,60212.74,LOW,DEBT_COLLECTION
Goodwill refund for delayed order delivery breach SLA,Refund Agent,68359.93,MEDIUM,CUSTOMER_REFUND
Legal notice issuance fee for delinquent enterprise account #6013,Collections Agent,45377.17,CRITICAL,DEBT_COLLECTION
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,456340.94,LOW,LIQUIDITY_REBALANCE
Subscription cancellation charge reversal requested by user,Refund Agent,67231.29,HIGH,CUSTOMER_REFUND
Customer refund for damaged shipment order #8622,Refund Agent,77327.05,HIGH,CUSTOMER_REFUND
Escrow account setup for disputed receivable recovery,Collections Agent,46088.04,HIGH,DEBT_COLLECTION
Follow-up collection workflow trigger with dynamic discount #5473,Collections Agent,41325.24,MEDIUM,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #5351,Collections Agent,66308.71,HIGH,DEBT_COLLECTION
Vendor payout for contract software engineering services,Payout Agent,434593.24,LOW,SUPPLIER_SETTLEMENT
Search engine marketing budget expansion for high-intent keywords,Growth Agent,103364.55,HIGH,GROWTH_INVESTMENT
Routine bi-weekly supplier invoice settlement for inventory batch #6468,Payout Agent,197484.74,HIGH,SUPPLIER_SETTLEMENT
Sponsorship fee for national fintech developer conference,Growth Agent,135789.1,MEDIUM,GROWTH_INVESTMENT
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1178106.53,HIGH,LIQUIDITY_REBALANCE
Affiliate partner commission prepayment for festival sprint,Growth Agent,419837.59,LOW,GROWTH_INVESTMENT
Automated payment gateway collection retry incentive,Collections Agent,26619.96,MEDIUM,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #9451,Collections Agent,60765.35,CRITICAL,DEBT_COLLECTION
Follow-up collection workflow trigger with dynamic discount #2406,Collections Agent,34742.11,MEDIUM,DEBT_COLLECTION
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,46674.68,LOW,DEBT_COLLECTION
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,187507.37,LOW,GROWTH_INVESTMENT
Follow-up collection workflow trigger with dynamic discount #6567,Collections Agent,26421.61,CRITICAL,DEBT_COLLECTION
Receivable discount fee for accelerated factoring liquidation,Collections Agent,60760.73,LOW,DEBT_COLLECTION
Double charge correction and dispute refund for transaction #6410,Refund Agent,85660.44,CRITICAL,CUSTOMER_REFUND
Legal notice issuance fee for delinquent enterprise account #7400,Collections Agent,11052.38,CRITICAL,DEBT_COLLECTION
Merchant store credit conversion to original payment refund,Refund Agent,49997.36,CRITICAL,CUSTOMER_REFUND
Influencer campaign budget deposit for festive season launch,Growth Agent,96940.93,MEDIUM,GROWTH_INVESTMENT
Payment of hardware maintenance contract for warehouse 1439,Payout Agent,190019.08,LOW,SUPPLIER_SETTLEMENT
Receivable discount fee for accelerated factoring liquidation,Collections Agent,27138.75,LOW,DEBT_COLLECTION
Early settlement discount incentive to collect overdue receivable,Collections Agent,54260.51,MEDIUM,DEBT_COLLECTION
Affiliate partner commission prepayment for festival sprint,Growth Agent,120665.95,LOW,GROWTH_INVESTMENT
Chargeback resolution and customer refund reconciliation,Refund Agent,111728.27,CRITICAL,CUSTOMER_REFUND
Double charge correction and dispute refund for transaction #4369,Refund Agent,47153.82,CRITICAL,CUSTOMER_REFUND
Full refund for returned defective electronic unit #4325,Refund Agent,75868.78,CRITICAL,CUSTOMER_REFUND
Search engine marketing budget expansion for high-intent keywords,Growth Agent,495988.3,CRITICAL,GROWTH_INVESTMENT
Quarterly supplier retention bonus and milestone settlement,Payout Agent,444392.38,CRITICAL,SUPPLIER_SETTLEMENT
Escrow account setup for disputed receivable recovery,Collections Agent,75042.62,HIGH,DEBT_COLLECTION
Follow-up collection workflow trigger with dynamic discount #5873,Collections Agent,42153.58,MEDIUM,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #3942,Collections Agent,90496.64,CRITICAL,DEBT_COLLECTION
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,71359.59,LOW,DEBT_COLLECTION
Early settlement discount incentive to collect overdue receivable,Collections Agent,89126.47,MEDIUM,DEBT_COLLECTION
Sponsorship fee for national fintech developer conference,Growth Agent,364119.8,MEDIUM,GROWTH_INVESTMENT
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,99555.06,LOW,DEBT_COLLECTION
Urgent payment to critical supplier to release pending shipment,Payout Agent,388201.99,HIGH,SUPPLIER_SETTLEMENT
Customer refund for damaged shipment order #8572,Refund Agent,4980.96,CRITICAL,CUSTOMER_REFUND
Follow-up collection workflow trigger with dynamic discount #7542,Collections Agent,86298.45,CRITICAL,DEBT_COLLECTION
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,136012.04,MEDIUM,SUPPLIER_SETTLEMENT
Customer referral bonus pool allocation,Growth Agent,257610.65,LOW,GROWTH_INVESTMENT
Short-term liquid mutual fund redemption to bolster working cash,Treasury Agent,296358.06,HIGH,LIQUIDITY_REBALANCE
Double charge correction and dispute refund for transaction #1295,Refund Agent,91441.3,MEDIUM,CUSTOMER_REFUND
Influencer campaign budget deposit for festive season launch,Growth Agent,383650.92,MEDIUM,GROWTH_INVESTMENT
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,165122.36,HIGH,SUPPLIER_SETTLEMENT
Goodwill refund for delayed order delivery breach SLA,Refund Agent,134010.47,MEDIUM,CUSTOMER_REFUND
Early settlement discount incentive to collect overdue receivable,Collections Agent,65896.16,LOW,DEBT_COLLECTION
Receivable discount fee for accelerated factoring liquidation,Collections Agent,9979.45,LOW,DEBT_COLLECTION
Quarterly supplier retention bonus and milestone settlement,Payout Agent,746615.41,HIGH,SUPPLIER_SETTLEMENT
Goodwill refund for delayed order delivery breach SLA,Refund Agent,3389.73,LOW,CUSTOMER_REFUND
Urgent payment to critical supplier to release pending shipment,Payout Agent,559969.64,LOW,SUPPLIER_SETTLEMENT
Subscription cancellation charge reversal requested by user,Refund Agent,108877.71,LOW,CUSTOMER_REFUND
Collection agency recovery contingency disbursement,Collections Agent,35654.56,MEDIUM,DEBT_COLLECTION
Short-term liquid mutual fund redemption to bolster working cash,Treasury Agent,653089.49,CRITICAL,LIQUIDITY_REBALANCE
Routine bi-weekly supplier invoice settlement for inventory batch #4502,Payout Agent,129413.99,HIGH,SUPPLIER_SETTLEMENT
Customer refund for damaged shipment order #7588,Refund Agent,98444.92,LOW,CUSTOMER_REFUND
Legal notice issuance fee for delinquent enterprise account #8516,Collections Agent,25909.14,HIGH,DEBT_COLLECTION
Treasury rebalancing to maintain regulatory statutory reserve buffer,Treasury Agent,194263.78,MEDIUM,LIQUIDITY_REBALANCE
Receivable discount fee for accelerated factoring liquidation,Collections Agent,98394.74,LOW,DEBT_COLLECTION
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,1442648.59,HIGH,LIQUIDITY_REBALANCE
Automated payment gateway collection retry incentive,Collections Agent,21656.45,HIGH,DEBT_COLLECTION
Collection agency recovery contingency disbursement,Collections Agent,6676.64,CRITICAL,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #9248,Collections Agent,60809.51,LOW,DEBT_COLLECTION
Customer refund for damaged shipment order #3032,Refund Agent,47018.45,CRITICAL,CUSTOMER_REFUND
Subscription cancellation charge reversal requested by user,Refund Agent,21495.77,CRITICAL,CUSTOMER_REFUND
Search engine marketing budget expansion for high-intent keywords,Growth Agent,219086.57,LOW,GROWTH_INVESTMENT
Merchant store credit conversion to original payment refund,Refund Agent,21005.78,HIGH,CUSTOMER_REFUND
Quarterly supplier retention bonus and milestone settlement,Payout Agent,612913.18,MEDIUM,SUPPLIER_SETTLEMENT
Brand awareness campaign media buying for Q4,Growth Agent,142617.85,LOW,GROWTH_INVESTMENT
Goodwill refund for delayed order delivery breach SLA,Refund Agent,78699.32,MEDIUM,CUSTOMER_REFUND
Early settlement discount incentive to collect overdue receivable,Collections Agent,87637.34,LOW,DEBT_COLLECTION
Customer refund for damaged shipment order #3318,Refund Agent,140802.9,MEDIUM,CUSTOMER_REFUND
Disbursement for logistics partner freight clearing,Payout Agent,673415.66,MEDIUM,SUPPLIER_SETTLEMENT
Subscription cancellation charge reversal requested by user,Refund Agent,109023.38,HIGH,CUSTOMER_REFUND
Goodwill refund for delayed order delivery breach SLA,Refund Agent,64178.5,MEDIUM,CUSTOMER_REFUND
Sponsorship fee for national fintech developer conference,Growth Agent,485476.61,MEDIUM,GROWTH_INVESTMENT
Customer referral bonus pool allocation,Growth Agent,477955.94,HIGH,GROWTH_INVESTMENT
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,49717.78,CRITICAL,DEBT_COLLECTION
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,1247445.33,CRITICAL,LIQUIDITY_REBALANCE
Quarterly supplier retention bonus and milestone settlement,Payout Agent,690531.66,HIGH,SUPPLIER_SETTLEMENT
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,460208.41,CRITICAL,LIQUIDITY_REBALANCE
Customer referral bonus pool allocation,Growth Agent,218816.1,CRITICAL,GROWTH_INVESTMENT
Urgent payment to critical supplier to release pending shipment,Payout Agent,586147.53,MEDIUM,SUPPLIER_SETTLEMENT
Goodwill refund for delayed order delivery breach SLA,Refund Agent,2912.31,HIGH,CUSTOMER_REFUND
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,94327.07,HIGH,DEBT_COLLECTION
Escrow account setup for disputed receivable recovery,Collections Agent,65899.63,LOW,DEBT_COLLECTION
Early settlement discount incentive to collect overdue receivable,Collections Agent,41558.47,MEDIUM,DEBT_COLLECTION
Chargeback resolution and customer refund reconciliation,Refund Agent,115919.29,HIGH,CUSTOMER_REFUND
Emergency reserve replenishment following high outflow cycle,Treasury Agent,1075037.58,CRITICAL,LIQUIDITY_REBALANCE
Legal notice issuance fee for delinquent enterprise account #4970,Collections Agent,50383.93,HIGH,DEBT_COLLECTION
Disbursement for logistics partner freight clearing,Payout Agent,504076.73,MEDIUM,SUPPLIER_SETTLEMENT
Search engine marketing budget expansion for high-intent keywords,Growth Agent,55551.82,LOW,GROWTH_INVESTMENT
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,54261.02,MEDIUM,DEBT_COLLECTION
Automated payment gateway collection retry incentive,Collections Agent,29022.77,HIGH,DEBT_COLLECTION
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,1127506.81,LOW,LIQUIDITY_REBALANCE
Urgent payment to critical supplier to release pending shipment,Payout Agent,251766.0,MEDIUM,SUPPLIER_SETTLEMENT
Receivable discount fee for accelerated factoring liquidation,Collections Agent,98767.42,CRITICAL,DEBT_COLLECTION
Settlement of raw material invoice #2144 to primary vendor,Payout Agent,630307.73,CRITICAL,SUPPLIER_SETTLEMENT
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,1126259.13,MEDIUM,LIQUIDITY_REBALANCE
Partial refund due to discount coupon error at checkout,Refund Agent,105903.03,MEDIUM,CUSTOMER_REFUND
Automated payment gateway collection retry incentive,Collections Agent,95105.91,CRITICAL,DEBT_COLLECTION
Short-term liquid mutual fund redemption to bolster working cash,Treasury Agent,381317.19,MEDIUM,LIQUIDITY_REBALANCE
Full refund for returned defective electronic unit #7697,Refund Agent,66668.84,LOW,CUSTOMER_REFUND
Subscription cancellation charge reversal requested by user,Refund Agent,13770.35,LOW,CUSTOMER_REFUND
Influencer campaign budget deposit for festive season launch,Growth Agent,63349.99,MEDIUM,GROWTH_INVESTMENT
Escrow account setup for disputed receivable recovery,Collections Agent,5903.12,HIGH,DEBT_COLLECTION
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,208301.27,LOW,SUPPLIER_SETTLEMENT
Receivable discount fee for accelerated factoring liquidation,Collections Agent,49957.02,HIGH,DEBT_COLLECTION
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,619099.17,HIGH,LIQUIDITY_REBALANCE
Search engine marketing budget expansion for high-intent keywords,Growth Agent,349285.23,CRITICAL,GROWTH_INVESTMENT
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,1322308.41,LOW,LIQUIDITY_REBALANCE
Payment of hardware maintenance contract for warehouse 7583,Payout Agent,593915.14,MEDIUM,SUPPLIER_SETTLEMENT
Settlement of raw material invoice #9693 to primary vendor,Payout Agent,259600.65,MEDIUM,SUPPLIER_SETTLEMENT
Customer referral bonus pool allocation,Growth Agent,281711.3,MEDIUM,GROWTH_INVESTMENT
Urgent payment to critical supplier to release pending shipment,Payout Agent,525332.98,LOW,SUPPLIER_SETTLEMENT
Customer referral bonus pool allocation,Growth Agent,323043.36,CRITICAL,GROWTH_INVESTMENT
Replenishment of working capital escrow reserve buffer,Treasury Agent,699082.79,CRITICAL,LIQUIDITY_REBALANCE
Quarterly supplier retention bonus and milestone settlement,Payout Agent,505380.36,MEDIUM,SUPPLIER_SETTLEMENT
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,797095.08,LOW,LIQUIDITY_REBALANCE
Customer referral bonus pool allocation,Growth Agent,453383.86,LOW,GROWTH_INVESTMENT
Legal notice issuance fee for delinquent enterprise account #4987,Collections Agent,25105.88,LOW,DEBT_COLLECTION
Quarterly supplier retention bonus and milestone settlement,Payout Agent,170176.46,HIGH,SUPPLIER_SETTLEMENT
